market,description,name,betmgm_name,betmgm_point,betmgm_price,betmgm_price_decimal_odds,betmgm_price_decimal_odds_implied_probability,betonlineag_name,betonlineag_point,betonlineag_price,betonlineag_price_decimal_odds,betonlineag_price_decimal_odds_implied_probability,betrivers_name,betrivers_point,betrivers_price,betrivers_price_decimal_odds,betrivers_price_decimal_odds_implied_probability,bovada_name,bovada_point,bovada_price,bovada_price_decimal_odds,bovada_price_decimal_odds_implied_probability,draftkings_name,draftkings_point,draftkings_price,draftkings_price_decimal_odds,draftkings_price_decimal_odds_implied_probability,fanduel_name,fanduel_point,fanduel_price,fanduel_price_decimal_odds,fanduel_price_decimal_odds_implied_probability,williamhill_us_name,williamhill_us_point,williamhill_us_price,williamhill_us_price_decimal_odds,williamhill_us_price_decimal_odds_implied_probability
player_steals,Al Horford,Under,Under,0.5,110.0,2.1,0.47619047619047616,,,,,,Under,0.5,112.0,2.12,0.4716981132075471,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,,,,,,Under,0.5,108.0,2.08,0.4807692307692307
player_steals,Darius Garland,Over,Over,0.5,-225.0,1.4444444444444444,0.6923076923076923,,,,,,Over,0.5,-215.0,1.4651162790697674,0.6825396825396826,Over,0.5,-240.0,1.4166666666666667,0.7058823529411764,Over,0.5,-212.0,1.4716981132075473,0.6794871794871794,,,,,,Over,0.5,-224.0,1.4464285714285714,0.691358024691358
player_steals,Darius Garland,Under,Under,0.5,170.0,2.7,0.37037037037037035,,,,,,Under,0.5,160.0,2.6,0.3846153846153846,Under,0.5,175.0,2.75,0.36363636363636365,Under,0.5,160.0,2.6,0.3846153846153846,,,,,,Under,0.5,159.0,2.59,0.3861003861003861
player_steals,Derrick White,Over,Over,0.5,-175.0,1.5714285714285714,0.6363636363636364,,,,,,Over,0.5,-167.0,1.5988023952095807,0.6254681647940076,Over,0.5,-180.0,1.5555555555555556,0.6428571428571428,Over,0.5,-175.0,1.5714285714285714,0.6363636363636364,,,,,,Over,0.5,-179.0,1.558659217877095,0.6415770609318996
player_steals,Derrick White,Under,Under,0.5,130.0,2.3,0.4347826086956522,,,,,,Under,0.5,125.0,2.25,0.4444444444444444,Under,0.5,135.0,2.35,0.425531914893617,Under,0.5,135.0,2.35,0.425531914893617,,,,,,Under,0.5,129.0,2.29,0.4366812227074236
player_steals,Donovan Mitchell,Over,Over,1.5,135.0,2.35,0.425531914893617,,,,,,Over,1.5,130.0,2.3,0.4347826086956522,Over,1.5,135.0,2.35,0.425531914893617,Over,1.5,135.0,2.35,0.425531914893617,Over,1.5,128.0,2.2800000000000002,0.43859649122807015,Over,1.5,129.0,2.29,0.4366812227074236
player_steals,Donovan Mitchell,Under,Under,1.5,-185.0,1.5405405405405406,0.6491228070175439,,,,,,Under,1.5,-177.0,1.5649717514124295,0.6389891696750902,Under,1.5,-180.0,1.5555555555555556,0.6428571428571428,Under,1.5,-175.0,1.5714285714285714,0.6363636363636364,Under,1.5,-164.0,1.6097560975609757,0.6212121212121212,Under,1.5,-179.0,1.558659217877095,0.6415770609318996
player_steals,Evan Mobley,Over,Over,0.5,-155.0,1.6451612903225805,0.607843137254902,,,,,,Over,0.5,-159.0,1.6289308176100628,0.613899613899614,Over,0.5,-160.0,1.625,0.6153846153846154,Over,0.5,-175.0,1.5714285714285714,0.6363636363636364,,,,,,Over,0.5,-157.0,1.6369426751592355,0.6108949416342413
player_steals,Evan Mobley,Under,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,Under,0.5,118.0,2.1799999999999997,0.4587155963302753,Under,0.5,120.0,2.2,0.45454545454545453,Under,0.5,135.0,2.35,0.425531914893617,,,,,,Under,0.5,114.0,2.1399999999999997,0.4672897196261683
player_steals,Isaac Okoro,Over,Over,0.5,-145.0,1.6896551724137931,0.5918367346938775,,,,,,Over,0.5,-157.0,1.6369426751592355,0.6108949416342413,Over,0.5,-150.0,1.6666666666666665,0.6000000000000001,,,,,,,,,,,Over,0.5,-145.0,1.6896551724137931,0.5918367346938775
player_steals,Isaac Okoro,Under,Under,0.5,110.0,2.1,0.47619047619047616,,,,,,Under,0.5,118.0,2.1799999999999997,0.4587155963302753,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,,,,,,Under,0.5,106.0,2.06,0.4854368932038835
player_steals,Jarrett Allen,Over,Over,0.5,-155.0,1.6451612903225805,0.607843137254902,,,,,,Over,0.5,-159.0,1.6289308176100628,0.613899613899614,Over,0.5,-160.0,1.625,0.6153846153846154,,,,,,,,,,,Over,0.5,-160.0,1.625,0.6153846153846154
player_steals,Jarrett Allen,Under,Under,0.5,115.0,2.15,0.46511627906976744,,,,,,Under,0.5,120.0,2.2,0.45454545454545453,Under,0.5,120.0,2.2,0.45454545454545453,,,,,,,,,,,Under,0.5,116.0,2.16,0.4629629629629629
player_steals,Jaylen Brown,Over,Over,0.5,-200.0,1.5,0.6666666666666666,,,,,,Over,0.5,-225.0,1.4444444444444444,0.6923076923076923,Over,0.5,-200.0,1.5,0.6666666666666666,Over,0.5,-204.0,1.4901960784313726,0.6710526315789473,Over,0.5,-200.0,1.5,0.6666666666666666,Over,0.5,-204.0,1.4901960784313726,0.6710526315789473
player_steals,Jaylen Brown,Under,Under,0.5,150.0,2.5,0.4,,,,,,Under,0.5,163.0,2.63,0.3802281368821293,Under,0.5,150.0,2.5,0.4,Under,0.5,155.0,2.55,0.3921568627450981,Under,0.5,154.0,2.54,0.39370078740157477,Under,0.5,146.0,2.46,0.4065040650406504
